Kaggle_ID,NIH_ID
1.2.276.0.7230010.3.1.4.8323329.5597.1517875188.959090,00028864_007.png
1.2.276.0.7230010.3.1.4.8323329.12515.1517875239.501137,00015606_016.png
1.2.276.0.7230010.3.1.4.8323329.4904.1517875185.355709,00018865_006.png
1.2.276.0.7230010.3.1.4.8323329.32579.1517875161.299312,00011831_006.png
1.2.276.0.7230010.3.1.4.8323329.1314.1517875167.222290,00011460_024.png
1.2.276.0.7230010.3.1.4.8323329.11364.1517875232.606684,00013653_003.png
1.2.276.0.7230010.3.1.4.8323329.4541.1517875183.370160,00006769_021.png
1.2.276.0.7230010.3.1.4.8323329.4440.1517875182.865105,00020286_016.png
1.2.276.0.7230010.3.1.4.8323329.4982.1517875185.837576,00029105_002.png
1.2.276.0.7230010.3.1.4.8323329.31759.1517875156.671103,00015848_003.png
1.2.276.0.7230010.3.1.4.8323329.12743.1517875241.599591,00028582_010.png
1.2.276.0.7230010.3.1.4.8323329.11633.1517875234.21969,00019373_030.png
1.2.276.0.7230010.3.1.4.8323329.11512.1517875233.270680,00003028_086.png
1.2.276.0.7230010.3.1.4.8323329.2663.1517875173.932279,00030640_001.png
1.2.276.0.7230010.3.1.4.8323329.10206.1517875222.624433,00020405_027.png
1.2.276.0.7230010.3.1.4.8323329.5782.1517875190.531042,00030636_013.png
1.2.276.0.7230010.3.1.4.8323329.3604.1517875178.653360,00017747_053.png
1.2.276.0.7230010.3.1.4.8323329.3058.1517875175.831767,00011723_006.png
1.2.276.0.7230010.3.1.4.8323329.13204.1517875244.128044,00008168_002.png
1.2.276.0.7230010.3.1.4.8323329.32620.1517875161.509972,00013111_073.png
1.2.276.0.7230010.3.1.4.8323329.1187.1517875166.691986,00016797_013.png
1.2.276.0.7230010.3.1.4.8323329.11551.1517875233.572495,00026586_001.png
1.2.276.0.7230010.3.1.4.8323329.1614.1517875168.604507,00030046_007.png
1.2.276.0.7230010.3.1.4.8323329.2313.1517875172.107269,00016587_001.png
1.2.276.0.7230010.3.1.4.8323329.11747.1517875234.580518,00029105_026.png
1.2.276.0.7230010.3.1.4.8323329.12457.1517875239.199999,00021455_004.png
1.2.276.0.7230010.3.1.4.8323329.14203.1517875250.226076,00029903_006.png
1.2.276.0.7230010.3.1.4.8323329.32178.1517875158.893936,00013670_147.png
1.2.276.0.7230010.3.1.4.8323329.10374.1517875223.421330,00011355_030.png
1.2.276.0.7230010.3.1.4.8323329.10957.1517875228.568363,00010007_048.png
1.2.276.0.7230010.3.1.4.8323329.13564.1517875246.632212,00000631_004.png
1.2.276.0.7230010.3.1.4.8323329.1930.1517875170.305802,00014822_025.png
1.2.276.0.7230010.3.1.4.8323329.31946.1517875157.626485,00028544_013.png
1.2.276.0.7230010.3.1.4.8323329.2586.1517875173.602857,00015214_008.png
1.2.276.0.7230010.3.1.4.8323329.1754.1517875169.260175,00019785_016.png
1.2.276.0.7230010.3.1.4.8323329.3088.1517875176.43298,00007676_002.png
1.2.276.0.7230010.3.1.4.8323329.13634.1517875246.967832,00025787_054.png
1.2.276.0.7230010.3.1.4.8323329.2519.1517875173.152274,00028211_017.png
1.2.276.0.7230010.3.1.4.8323329.11314.1517875232.287707,00018610_032.png
1.2.276.0.7230010.3.1.4.8323329.10125.1517875222.220305,00013471_021.png
1.2.276.0.7230010.3.1.4.8323329.32340.1517875160.122428,00029808_005.png
1.2.276.0.7230010.3.1.4.8323329.335.1517875162.443624,00012087_025.png
1.2.276.0.7230010.3.1.4.8323329.13793.1517875247.971696,00029235_001.png
1.2.276.0.7230010.3.1.4.8323329.368.1517875162.584967,00026886_008.png
1.2.276.0.7230010.3.1.4.8323329.13361.1517875244.832027,00019124_016.png
1.2.276.0.7230010.3.1.4.8323329.4340.1517875182.354827,00022651_001.png
1.2.276.0.7230010.3.1.4.8323329.1756.1517875169.270791,00022734_000.png
1.2.276.0.7230010.3.1.4.8323329.4784.1517875184.787324,00023156_010.png
1.2.276.0.7230010.3.1.4.8323329.11883.1517875236.180124,00016429_025.png
1.2.276.0.7230010.3.1.4.8323329.2125.1517875171.280070,00003423_019.png
1.2.276.0.7230010.3.1.4.8323329.1034.1517875166.8504,00017651_011.png
1.2.276.0.7230010.3.1.4.8323329.32098.1517875158.420481,00022141_013.png
1.2.276.0.7230010.3.1.4.8323329.14508.1517875252.443873,00015530_109.png
1.2.276.0.7230010.3.1.4.8323329.32741.1517875162.111016,00011460_061.png
1.2.276.0.7230010.3.1.4.8323329.408.1517875162.820989,00016240_003.png
1.2.276.0.7230010.3.1.4.8323329.10012.1517875220.965942,00016797_016.png
1.2.276.0.7230010.3.1.4.8323329.3889.1517875179.989682,00025787_052.png
1.2.276.0.7230010.3.1.4.8323329.4141.1517875181.303525,00007676_011.png
1.2.276.0.7230010.3.1.4.8323329.10708.1517875225.188247,00008522_046.png
1.2.276.0.7230010.3.1.4.8323329.10960.1517875228.653065,00029903_008.png
1.2.276.0.7230010.3.1.4.8323329.11425.1517875232.878035,00007865_003.png
1.2.276.0.7230010.3.1.4.8323329.11232.1517875231.872994,00016429_032.png
1.2.276.0.7230010.3.1.4.8323329.10042.1517875221.699011,00021759_016.png
1.2.276.0.7230010.3.1.4.8323329.2031.1517875170.797652,00009368_009.png
1.2.276.0.7230010.3.1.4.8323329.13054.1517875243.311132,00027066_002.png
1.2.276.0.7230010.3.1.4.8323329.14250.1517875250.433073,00025295_006.png
1.2.276.0.7230010.3.1.4.8323329.31683.1517875156.309567,00016568_020.png
1.2.276.0.7230010.3.1.4.8323329.11891.1517875236.305427,00029235_002.png
1.2.276.0.7230010.3.1.4.8323329.11135.1517875231.335673,00006605_016.png
1.2.276.0.7230010.3.1.4.8323329.11151.1517875231.427516,00009138_006.png
1.2.276.0.7230010.3.1.4.8323329.4333.1517875182.329762,00025695_016.png
1.2.276.0.7230010.3.1.4.8323329.1692.1517875168.961258,00015386_021.png
1.2.276.0.7230010.3.1.4.8323329.3244.1517875176.846610,00011845_007.png
1.2.276.0.7230010.3.1.4.8323329.1574.1517875168.459129,00029437_006.png
1.2.276.0.7230010.3.1.4.8323329.4628.1517875183.816936,00000013_030.png
1.2.276.0.7230010.3.1.4.8323329.2710.1517875174.159257,00023065_011.png
1.2.276.0.7230010.3.1.4.8323329.2367.1517875172.378051,00007830_001.png
1.2.276.0.7230010.3.1.4.8323329.31755.1517875156.629672,00006926_020.png
1.2.276.0.7230010.3.1.4.8323329.12348.1517875238.700620,00026222_004.png
1.2.276.0.7230010.3.1.4.8323329.3140.1517875176.297522,00002720_015.png
1.2.276.0.7230010.3.1.4.8323329.13487.1517875245.543110,00015803_008.png
1.2.276.0.7230010.3.1.4.8323329.10122.1517875222.202189,00014129_013.png
1.2.276.0.7230010.3.1.4.8323329.2768.1517875174.607604,00001248_024.png
1.2.276.0.7230010.3.1.4.8323329.10662.1517875224.938011,00007670_007.png
1.2.276.0.7230010.3.1.4.8323329.5231.1517875187.99671,00009349_012.png
1.2.276.0.7230010.3.1.4.8323329.435.1517875162.931776,00025849_053.png
1.2.276.0.7230010.3.1.4.8323329.5751.1517875190.148504,00013670_121.png
1.2.276.0.7230010.3.1.4.8323329.11583.1517875233.727029,00027700_003.png
1.2.276.0.7230010.3.1.4.8323329.2585.1517875173.602154,00021381_018.png
1.2.276.0.7230010.3.1.4.8323329.3037.1517875175.760202,00015646_039.png
1.2.276.0.7230010.3.1.4.8323329.14375.1517875251.811944,00005681_020.png
1.2.276.0.7230010.3.1.4.8323329.10508.1517875224.21344,00012492_010.png
1.2.276.0.7230010.3.1.4.8323329.11287.1517875232.167752,00029259_021.png
1.2.276.0.7230010.3.1.4.8323329.2123.1517875171.270461,00027304_002.png
1.2.276.0.7230010.3.1.4.8323329.1209.1517875166.788484,00000827_017.png
1.2.276.0.7230010.3.1.4.8323329.359.1517875162.552256,00009138_007.png
1.2.276.0.7230010.3.1.4.8323329.32383.1517875160.322522,00014675_002.png
1.2.276.0.7230010.3.1.4.8323329.4195.1517875181.646845,00016318_001.png
1.2.276.0.7230010.3.1.4.8323329.1543.1517875168.312014,00016587_062.png
1.2.276.0.7230010.3.1.4.8323329.3869.1517875179.900267,00023075_010.png
1.2.276.0.7230010.3.1.4.8323329.13747.1517875247.714077,00007886_011.png
1.2.276.0.7230010.3.1.4.8323329.5109.1517875186.450605,00019124_019.png
1.2.276.0.7230010.3.1.4.8323329.14527.1517875252.540716,00014032_014.png
1.2.276.0.7230010.3.1.4.8323329.12993.1517875242.925626,00025954_010.png
1.2.276.0.7230010.3.1.4.8323329.13801.1517875248.18204,00014358_016.png
1.2.276.0.7230010.3.1.4.8323329.10576.1517875224.381916,00001583_004.png
1.2.276.0.7230010.3.1.4.8323329.12098.1517875237.375586,00017747_012.png
1.2.276.0.7230010.3.1.4.8323329.1695.1517875168.978741,00014822_044.png
1.2.276.0.7230010.3.1.4.8323329.374.1517875162.614663,00005140_003.png
1.2.276.0.7230010.3.1.4.8323329.10938.1517875228.310007,00026132_019.png
1.2.276.0.7230010.3.1.4.8323329.14297.1517875250.632060,00016009_008.png
1.2.276.0.7230010.3.1.4.8323329.5257.1517875187.199474,00029259_029.png
1.2.276.0.7230010.3.1.4.8323329.3139.1517875176.299102,00027927_003.png
1.2.276.0.7230010.3.1.4.8323329.3579.1517875178.541490,00012622_027.png
1.2.276.0.7230010.3.1.4.8323329.12392.1517875238.932059,00020437_006.png
1.2.276.0.7230010.3.1.4.8323329.13292.1517875244.548453,00027213_014.png
1.2.276.0.7230010.3.1.4.8323329.2942.1517875175.449126,00011355_014.png
1.2.276.0.7230010.3.1.4.8323329.32723.1517875161.982950,00018921_058.png
1.2.276.0.7230010.3.1.4.8323329.5577.1517875188.867087,00026412_031.png
1.2.276.0.7230010.3.1.4.8323329.524.1517875163.298894,00011618_004.png
1.2.276.0.7230010.3.1.4.8323329.1888.1517875170.107716,00004340_003.png
1.2.276.0.7230010.3.1.4.8323329.14042.1517875249.292805,00001248_025.png
1.2.276.0.7230010.3.1.4.8323329.12248.1517875238.212327,00001170_017.png
1.2.276.0.7230010.3.1.4.8323329.3593.1517875178.609601,00014203_031.png
1.2.276.0.7230010.3.1.4.8323329.14438.1517875252.113529,00029105_007.png
1.2.276.0.7230010.3.1.4.8323329.4416.1517875182.743351,00023286_001.png
1.2.276.0.7230010.3.1.4.8323329.3183.1517875176.467619,00016568_018.png
1.2.276.0.7230010.3.1.4.8323329.12674.1517875241.69394,00025924_020.png
1.2.276.0.7230010.3.1.4.8323329.11858.1517875236.66881,00016607_027.png
1.2.276.0.7230010.3.1.4.8323329.2835.1517875174.981398,00027927_027.png
1.2.276.0.7230010.3.1.4.8323329.11027.1517875229.978501,00026546_008.png
1.2.276.0.7230010.3.1.4.8323329.4509.1517875183.211958,00018117_004.png
1.2.276.0.7230010.3.1.4.8323329.11665.1517875234.224143,00014251_007.png
1.2.276.0.7230010.3.1.4.8323329.10253.1517875222.852311,00015892_001.png
1.2.276.0.7230010.3.1.4.8323329.4740.1517875184.518822,00014299_004.png
1.2.276.0.7230010.3.1.4.8323329.12422.1517875239.46167,00030279_002.png
1.2.276.0.7230010.3.1.4.8323329.11680.1517875234.276168,00016807_018.png
1.2.276.0.7230010.3.1.4.8323329.1915.1517875170.216637,00006868_014.png
1.2.276.0.7230010.3.1.4.8323329.5619.1517875189.114627,00011379_033.png
1.2.276.0.7230010.3.1.4.8323329.13676.1517875247.165344,00011226_029.png
1.2.276.0.7230010.3.1.4.8323329.31681.1517875156.300029,00003945_006.png
1.2.276.0.7230010.3.1.4.8323329.1492.1517875168.93461,00029437_009.png
1.2.276.0.7230010.3.1.4.8323329.5475.1517875188.362589,00021651_003.png
1.2.276.0.7230010.3.1.4.8323329.3860.1517875179.835693,00021377_003.png
1.2.276.0.7230010.3.1.4.8323329.4451.1517875182.930106,00019181_005.png
1.2.276.0.7230010.3.1.4.8323329.1485.1517875168.41670,00026451_055.png
1.2.276.0.7230010.3.1.4.8323329.11142.1517875231.381486,00017972_033.png
1.2.276.0.7230010.3.1.4.8323329.1028.1517875165.971389,00016805_003.png
1.2.276.0.7230010.3.1.4.8323329.3371.1517875177.526184,00021972_001.png
1.2.276.0.7230010.3.1.4.8323329.10538.1517875224.193267,00021381_021.png
1.2.276.0.7230010.3.1.4.8323329.10037.1517875221.677730,00013244_008.png
1.2.276.0.7230010.3.1.4.8323329.11105.1517875231.190753,00007471_003.png
1.2.276.0.7230010.3.1.4.8323329.5009.1517875185.946301,00016719_010.png
1.2.276.0.7230010.3.1.4.8323329.4734.1517875184.394581,00013342_014.png
1.2.276.0.7230010.3.1.4.8323329.5704.1517875189.675934,00017046_006.png
1.2.276.0.7230010.3.1.4.8323329.12493.1517875239.385688,00011544_021.png
1.2.276.0.7230010.3.1.4.8323329.31917.1517875157.481830,00014022_026.png
1.2.276.0.7230010.3.1.4.8323329.14519.1517875252.500426,00021374_023.png
1.2.276.0.7230010.3.1.4.8323329.12929.1517875242.577350,00029943_003.png
1.2.276.0.7230010.3.1.4.8323329.4503.1517875183.187183,00013471_020.png
1.2.276.0.7230010.3.1.4.8323329.2894.1517875175.254917,00017611_004.png
1.2.276.0.7230010.3.1.4.8323329.13557.1517875246.608609,00026451_041.png
1.2.276.0.7230010.3.1.4.8323329.13855.1517875248.325026,00002143_002.png
1.2.276.0.7230010.3.1.4.8323329.4969.1517875185.754340,00018921_053.png
1.2.276.0.7230010.3.1.4.8323329.14322.1517875251.293898,00006323_006.png
1.2.276.0.7230010.3.1.4.8323329.12763.1517875241.680763,00021381_036.png
1.2.276.0.7230010.3.1.4.8323329.1412.1517875167.630975,00026546_013.png
1.2.276.0.7230010.3.1.4.8323329.10269.1517875222.913699,00021377_009.png
1.2.276.0.7230010.3.1.4.8323329.4735.1517875184.410483,00017524_005.png
1.2.276.0.7230010.3.1.4.8323329.12188.1517875237.879767,00016521_005.png
1.2.276.0.7230010.3.1.4.8323329.11688.1517875234.315595,00014014_002.png
1.2.276.0.7230010.3.1.4.8323329.11677.1517875234.262218,00011548_021.png
1.2.276.0.7230010.3.1.4.8323329.14209.1517875250.247490,00015058_015.png
1.2.276.0.7230010.3.1.4.8323329.3874.1517875179.927009,00012094_004.png
1.2.276.0.7230010.3.1.4.8323329.11211.1517875231.745630,00011683_058.png
1.2.276.0.7230010.3.1.4.8323329.31884.1517875157.314377,00016429_005.png
1.2.276.0.7230010.3.1.4.8323329.488.1517875163.169307,00006096_000.png
1.2.276.0.7230010.3.1.4.8323329.4281.1517875182.110725,00000013_005.png
1.2.276.0.7230010.3.1.4.8323329.12896.1517875242.420356,00025543_021.png
1.2.276.0.7230010.3.1.4.8323329.11280.1517875232.119315,00027213_045.png
1.2.276.0.7230010.3.1.4.8323329.12536.1517875239.598768,00011379_025.png
1.2.276.0.7230010.3.1.4.8323329.13998.1517875249.58755,00014546_003.png
1.2.276.0.7230010.3.1.4.8323329.4540.1517875183.379240,00018865_032.png
1.2.276.0.7230010.3.1.4.8323329.2595.1517875173.648438,00008008_043.png
1.2.276.0.7230010.3.1.4.8323329.4974.1517875185.796001,00017467_018.png
1.2.276.0.7230010.3.1.4.8323329.5199.1517875186.924502,00020437_014.png
1.2.276.0.7230010.3.1.4.8323329.12661.1517875241.26240,00004001_009.png
1.2.276.0.7230010.3.1.4.8323329.2507.1517875173.80173,00013310_050.png
1.2.276.0.7230010.3.1.4.8323329.13029.1517875243.181987,00010677_020.png
1.2.276.0.7230010.3.1.4.8323329.1787.1517875169.432107,00002201_002.png
1.2.276.0.7230010.3.1.4.8323329.14341.1517875251.419722,00029105_017.png
1.2.276.0.7230010.3.1.4.8323329.12724.1517875241.370386,00021381_033.png
1.2.276.0.7230010.3.1.4.8323329.2166.1517875171.437026,00017046_010.png
1.2.276.0.7230010.3.1.4.8323329.10714.1517875225.228564,00022245_026.png
1.2.276.0.7230010.3.1.4.8323329.32375.1517875160.279919,00028856_001.png
1.2.276.0.7230010.3.1.4.8323329.32270.1517875159.310960,00011831_003.png
1.2.276.0.7230010.3.1.4.8323329.11607.1517875233.889082,00020195_007.png
1.2.276.0.7230010.3.1.4.8323329.11463.1517875233.59115,00018592_004.png
1.2.276.0.7230010.3.1.4.8323329.11731.1517875234.510759,00029869_007.png
1.2.276.0.7230010.3.1.4.8323329.1245.1517875166.958340,00025787_056.png
1.2.276.0.7230010.3.1.4.8323329.10829.1517875225.821589,00015530_132.png
1.2.276.0.7230010.3.1.4.8323329.497.1517875163.185132,00016522_010.png
1.2.276.0.7230010.3.1.4.8323329.10931.1517875228.126524,00017424_006.png
1.2.276.0.7230010.3.1.4.8323329.5458.1517875188.246247,00005681_041.png
1.2.276.0.7230010.3.1.4.8323329.4588.1517875183.632318,00017504_066.png
1.2.276.0.7230010.3.1.4.8323329.3979.1517875180.481738,00027927_019.png
1.2.276.0.7230010.3.1.4.8323329.13103.1517875243.616586,00016429_020.png
